"","sampleID","sampleID.wavelength","domainID","siteID","collectDate","wavelength","absorbance","DOC","SUVA"
"1","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.220","D18","OKSR",2024-10-07 19:05:00,220,0.1784,3.637,4.90514160021996
"2","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.222","D18","OKSR",2024-10-07 19:05:00,222,0.16725,3.637,4.59857025020621
"3","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.224","D18","OKSR",2024-10-07 19:05:00,224,0.15715,3.637,4.32086884795161
"4","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.226","D18","OKSR",2024-10-07 19:05:00,226,0.14826,3.637,4.07643662359087
"5","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.228","D18","OKSR",2024-10-07 19:05:00,228,0.14047,3.637,3.86224910640638
"6","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.230","D18","OKSR",2024-10-07 19:05:00,230,0.13468,3.637,3.70305196590597
"7","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.232","D18","OKSR",2024-10-07 19:05:00,232,0.12856,3.637,3.53478141325268
"8","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.234","D18","OKSR",2024-10-07 19:05:00,234,0.12303,3.637,3.3827330217212
"9","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.236","D18","OKSR",2024-10-07 19:05:00,236,0.11845,3.637,3.25680505911465
"10","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.238","D18","OKSR",2024-10-07 19:05:00,238,0.11454,3.637,3.14929887269728
"11","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.240","D18","OKSR",2024-10-07 19:05:00,240,0.11099,3.637,3.05169095408304
"12","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.242","D18","OKSR",2024-10-07 19:05:00,242,0.10783,3.637,2.96480615892219
"13","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.244","D18","OKSR",2024-10-07 19:05:00,244,0.10545,3.637,2.89936761066813
"14","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.246","D18","OKSR",2024-10-07 19:05:00,246,0.10262,3.637,2.82155622766016
"15","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.248","D18","OKSR",2024-10-07 19:05:00,248,0.10061,3.637,2.76629089909266
"16","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.250","D18","OKSR",2024-10-07 19:05:00,250,0.09866,3.637,2.71267528182568
"17","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.252","D18","OKSR",2024-10-07 19:05:00,252,0.09654,3.637,2.65438548254056
"18","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.254","D18","OKSR",2024-10-07 19:05:00,254,0.09484,3.637,2.60764366235909
"19","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.256","D18","OKSR",2024-10-07 19:05:00,256,0.09277,3.637,2.55072862249106
"20","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.258","D18","OKSR",2024-10-07 19:05:00,258,0.09075,3.637,2.49518834204014
"21","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.260","D18","OKSR",2024-10-07 19:05:00,260,0.08883,3.637,2.44239758042343
"22","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.262","D18","OKSR",2024-10-07 19:05:00,262,0.08674,3.637,2.38493263678856
"23","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.264","D18","OKSR",2024-10-07 19:05:00,264,0.08463,3.637,2.32691778938686
"24","OKSR.RE.20241007.FIL","OKSR.RE.20241007.FIL.266","D18","OKSR",2024-10-07 19:05:00,266,0.08232,3.637,2.26340390431674
